00:00 - Blood Pressure (mmHg): Systolic=119, Diastolic=89
14:06 - Blood Pressure (mmHg): Systolic=123, Diastolic=80
14:07 - Blood Pressure (mmHg): Systolic=114, Diastolic=74
14:08 - Blood Pressure (mmHg): Systolic=119, Diastolic=86
14:09 - Blood Pressure (mmHg): Systolic=115, Diastolic=77
14:10 - Blood Pressure (mmHg): Systolic=101, Diastolic=79
14:11 - Blood Pressure (mmHg): Systolic=125, Diastolic=82
14:12 - Blood Pressure (mmHg): Systolic=114, Diastolic=80
14:13 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
14:14 - Blood Pressure (mmHg): Systolic=105, Diastolic=78
14:15 - Blood Pressure (mmHg): Systolic=128, Diastolic=83
14:16 - Blood Pressure (mmHg): Systolic=112, Diastolic=83
14:17 - Blood Pressure (mmHg): Systolic=105, Diastolic=82
14:18 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
14:19 - Blood Pressure (mmHg): Systolic=125, Diastolic=79
14:20 - Blood Pressure (mmHg): Systolic=119, Diastolic=70
14:21 - Blood Pressure (mmHg): Systolic=123, Diastolic=83
14:22 - Blood Pressure (mmHg): Systolic=124, Diastolic=73
14:23 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
14:24 - Blood Pressure (mmHg): Systolic=117, Diastolic=88
14:25 - Blood Pressure (mmHg): Systolic=115, Diastolic=84
14:26 - Blood Pressure (mmHg): Systolic=115, Diastolic=84
14:27 - Blood Pressure (mmHg): Systolic=127, Diastolic=87
14:28 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
14:29 - Blood Pressure (mmHg): Systolic=126, Diastolic=75
14:30 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
14:31 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
14:32 - Blood Pressure (mmHg): Systolic=127, Diastolic=87
14:33 - Blood Pressure (mmHg): Systolic=102, Diastolic=79
14:34 - Blood Pressure (mmHg): Systolic=121, Diastolic=76
14:35 - Blood Pressure (mmHg): Systolic=118, Diastolic=85
14:36 - Blood Pressure (mmHg): Systolic=109, Diastolic=77
14:37 - Blood Pressure (mmHg): Systolic=103, Diastolic=84
14:38 - Blood Pressure (mmHg): Systolic=102, Diastolic=86
14:39 - Blood Pressure (mmHg): Systolic=103, Diastolic=84
14:40 - Blood Pressure (mmHg): Systolic=118, Diastolic=73
14:41 - Blood Pressure (mmHg): Systolic=119, Diastolic=88
14:42 - Blood Pressure (mmHg): Systolic=118, Diastolic=84
14:43 - Blood Pressure (mmHg): Systolic=100, Diastolic=81
14:44 - Blood Pressure (mmHg): Systolic=112, Diastolic=89
14:45 - Blood Pressure (mmHg): Systolic=127, Diastolic=89
14:46 - Blood Pressure (mmHg): Systolic=125, Diastolic=84
14:47 - Blood Pressure (mmHg): Systolic=105, Diastolic=86
14:48 - Blood Pressure (mmHg): Systolic=121, Diastolic=75
14:49 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
14:50 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
14:51 - Blood Pressure (mmHg): Systolic=103, Diastolic=81
14:52 - Blood Pressure (mmHg): Systolic=106, Diastolic=79
14:53 - Blood Pressure (mmHg): Systolic=123, Diastolic=89
14:54 - Blood Pressure (mmHg): Systolic=124, Diastolic=74
14:55 - Blood Pressure (mmHg): Systolic=112, Diastolic=90
14:56 - Blood Pressure (mmHg): Systolic=104, Diastolic=75
14:57 - Blood Pressure (mmHg): Systolic=117, Diastolic=86
14:58 - Blood Pressure (mmHg): Systolic=105, Diastolic=76
14:59 - Blood Pressure (mmHg): Systolic=113, Diastolic=73
15:00 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
15:01 - Blood Pressure (mmHg): Systolic=110, Diastolic=70
15:02 - Blood Pressure (mmHg): Systolic=105, Diastolic=84
15:03 - Blood Pressure (mmHg): Systolic=110, Diastolic=78
15:04 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
15:05 - Blood Pressure (mmHg): Systolic=104, Diastolic=85
15:06 - Blood Pressure (mmHg): Systolic=104, Diastolic=83
15:07 - Blood Pressure (mmHg): Systolic=122, Diastolic=76
15:08 - Blood Pressure (mmHg): Systolic=122, Diastolic=89
15:09 - Blood Pressure (mmHg): Systolic=111, Diastolic=84
15:10 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
15:11 - Blood Pressure (mmHg): Systolic=105, Diastolic=80
15:12 - Blood Pressure (mmHg): Systolic=122, Diastolic=85
15:13 - Blood Pressure (mmHg): Systolic=127, Diastolic=71
15:14 - Blood Pressure (mmHg): Systolic=109, Diastolic=74
15:15 - Blood Pressure (mmHg): Systolic=117, Diastolic=87
15:16 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
15:17 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
15:18 - Blood Pressure (mmHg): Systolic=108, Diastolic=78
15:19 - Blood Pressure (mmHg): Systolic=125, Diastolic=75
15:20 - Blood Pressure (mmHg): Systolic=128, Diastolic=83
15:21 - Blood Pressure (mmHg): Systolic=119, Diastolic=90
15:22 - Blood Pressure (mmHg): Systolic=130, Diastolic=78
15:23 - Blood Pressure (mmHg): Systolic=121, Diastolic=74
15:24 - Blood Pressure (mmHg): Systolic=120, Diastolic=85
15:25 - Blood Pressure (mmHg): Systolic=124, Diastolic=76
15:26 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
15:27 - Blood Pressure (mmHg): Systolic=102, Diastolic=89
15:28 - Blood Pressure (mmHg): Systolic=107, Diastolic=82
15:29 - Blood Pressure (mmHg): Systolic=117, Diastolic=87
15:30 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
15:31 - Blood Pressure (mmHg): Systolic=127, Diastolic=88
15:32 - Blood Pressure (mmHg): Systolic=112, Diastolic=74
15:33 - Blood Pressure (mmHg): Systolic=112, Diastolic=71
15:34 - Blood Pressure (mmHg): Systolic=104, Diastolic=78
15:35 - Blood Pressure (mmHg): Systolic=102, Diastolic=75
15:36 - Blood Pressure (mmHg): Systolic=100, Diastolic=78
15:37 - Blood Pressure (mmHg): Systolic=103, Diastolic=76
15:38 - Blood Pressure (mmHg): Systolic=100, Diastolic=83
15:39 - Blood Pressure (mmHg): Systolic=106, Diastolic=72
15:40 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
15:41 - Blood Pressure (mmHg): Systolic=123, Diastolic=82
15:42 - Blood Pressure (mmHg): Systolic=119, Diastolic=70
15:43 - Blood Pressure (mmHg): Systolic=104, Diastolic=79
15:44 - Blood Pressure (mmHg): Systolic=123, Diastolic=85
15:45 - Blood Pressure (mmHg): Systolic=110, Diastolic=78
15:46 - Blood Pressure (mmHg): Systolic=102, Diastolic=76
15:47 - Blood Pressure (mmHg): Systolic=120, Diastolic=70
15:48 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
15:49 - Blood Pressure (mmHg): Systolic=128, Diastolic=81
15:50 - Blood Pressure (mmHg): Systolic=117, Diastolic=81
15:51 - Blood Pressure (mmHg): Systolic=128, Diastolic=74
15:52 - Blood Pressure (mmHg): Systolic=109, Diastolic=87
15:53 - Blood Pressure (mmHg): Systolic=124, Diastolic=71
15:54 - Blood Pressure (mmHg): Systolic=127, Diastolic=75
15:55 - Blood Pressure (mmHg): Systolic=116, Diastolic=75
15:56 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
15:57 - Blood Pressure (mmHg): Systolic=109, Diastolic=80
15:58 - Blood Pressure (mmHg): Systolic=119, Diastolic=77
15:59 - Blood Pressure (mmHg): Systolic=119, Diastolic=76
16:00 - Blood Pressure (mmHg): Systolic=123, Diastolic=70
16:01 - Blood Pressure (mmHg): Systolic=115, Diastolic=84
16:02 - Blood Pressure (mmHg): Systolic=125, Diastolic=81
16:03 - Blood Pressure (mmHg): Systolic=128, Diastolic=72
16:04 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
16:05 - Blood Pressure (mmHg): Systolic=125, Diastolic=73
16:06 - Blood Pressure (mmHg): Systolic=127, Diastolic=87
16:07 - Blood Pressure (mmHg): Systolic=120, Diastolic=85
16:08 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
16:09 - Blood Pressure (mmHg): Systolic=101, Diastolic=89
16:10 - Blood Pressure (mmHg): Systolic=123, Diastolic=88
16:11 - Blood Pressure (mmHg): Systolic=103, Diastolic=70
16:12 - Blood Pressure (mmHg): Systolic=115, Diastolic=74
16:13 - Blood Pressure (mmHg): Systolic=127, Diastolic=86
16:14 - Blood Pressure (mmHg): Systolic=112, Diastolic=78
16:15 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
16:16 - Blood Pressure (mmHg): Systolic=101, Diastolic=73
16:17 - Blood Pressure (mmHg): Systolic=128, Diastolic=78
16:18 - Blood Pressure (mmHg): Systolic=100, Diastolic=88
16:19 - Blood Pressure (mmHg): Systolic=105, Diastolic=74
16:20 - Blood Pressure (mmHg): Systolic=123, Diastolic=77
16:21 - Blood Pressure (mmHg): Systolic=112, Diastolic=83
16:22 - Blood Pressure (mmHg): Systolic=106, Diastolic=85
16:23 - Blood Pressure (mmHg): Systolic=111, Diastolic=80
16:24 - Blood Pressure (mmHg): Systolic=115, Diastolic=81
16:25 - Blood Pressure (mmHg): Systolic=130, Diastolic=73
16:26 - Blood Pressure (mmHg): Systolic=102, Diastolic=83
16:27 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
16:28 - Blood Pressure (mmHg): Systolic=130, Diastolic=70
16:29 - Blood Pressure (mmHg): Systolic=112, Diastolic=84
16:30 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
16:31 - Blood Pressure (mmHg): Systolic=117, Diastolic=72
16:32 - Blood Pressure (mmHg): Systolic=118, Diastolic=86
16:33 - Blood Pressure (mmHg): Systolic=111, Diastolic=75
16:34 - Blood Pressure (mmHg): Systolic=103, Diastolic=80
16:35 - Blood Pressure (mmHg): Systolic=102, Diastolic=81
16:36 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
16:37 - Blood Pressure (mmHg): Systolic=130, Diastolic=80
16:38 - Blood Pressure (mmHg): Systolic=109, Diastolic=81
16:39 - Blood Pressure (mmHg): Systolic=115, Diastolic=84
16:40 - Blood Pressure (mmHg): Systolic=126, Diastolic=70
16:41 - Blood Pressure (mmHg): Systolic=118, Diastolic=87
16:42 - Blood Pressure (mmHg): Systolic=110, Diastolic=74
16:43 - Blood Pressure (mmHg): Systolic=113, Diastolic=87
16:44 - Blood Pressure (mmHg): Systolic=106, Diastolic=79
16:45 - Blood Pressure (mmHg): Systolic=121, Diastolic=76
16:46 - Blood Pressure (mmHg): Systolic=125, Diastolic=88
16:47 - Blood Pressure (mmHg): Systolic=106, Diastolic=83
16:48 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
16:49 - Blood Pressure (mmHg): Systolic=110, Diastolic=75
16:50 - Blood Pressure (mmHg): Systolic=107, Diastolic=82
16:51 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
16:52 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
16:53 - Blood Pressure (mmHg): Systolic=120, Diastolic=73
16:54 - Blood Pressure (mmHg): Systolic=117, Diastolic=77
16:55 - Blood Pressure (mmHg): Systolic=128, Diastolic=90
16:56 - Blood Pressure (mmHg): Systolic=126, Diastolic=74
16:57 - Blood Pressure (mmHg): Systolic=122, Diastolic=75
16:58 - Blood Pressure (mmHg): Systolic=105, Diastolic=74
16:59 - Blood Pressure (mmHg): Systolic=116, Diastolic=79
17:00 - Blood Pressure (mmHg): Systolic=110, Diastolic=85
17:01 - Blood Pressure (mmHg): Systolic=118, Diastolic=79
17:02 - Blood Pressure (mmHg): Systolic=123, Diastolic=72
17:03 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
17:04 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
17:05 - Blood Pressure (mmHg): Systolic=122, Diastolic=71
17:06 - Blood Pressure (mmHg): Systolic=110, Diastolic=90
17:07 - Blood Pressure (mmHg): Systolic=124, Diastolic=90
17:08 - Blood Pressure (mmHg): Systolic=130, Diastolic=75
17:09 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
17:10 - Blood Pressure (mmHg): Systolic=101, Diastolic=86
17:11 - Blood Pressure (mmHg): Systolic=115, Diastolic=79
17:12 - Blood Pressure (mmHg): Systolic=120, Diastolic=88
17:13 - Blood Pressure (mmHg): Systolic=116, Diastolic=83
17:14 - Blood Pressure (mmHg): Systolic=112, Diastolic=88
17:15 - Blood Pressure (mmHg): Systolic=118, Diastolic=81
17:16 - Blood Pressure (mmHg): Systolic=111, Diastolic=71
17:17 - Blood Pressure (mmHg): Systolic=116, Diastolic=71
17:18 - Blood Pressure (mmHg): Systolic=126, Diastolic=88
17:19 - Blood Pressure (mmHg): Systolic=113, Diastolic=79
17:20 - Blood Pressure (mmHg): Systolic=117, Diastolic=88
17:21 - Blood Pressure (mmHg): Systolic=102, Diastolic=87
17:22 - Blood Pressure (mmHg): Systolic=129, Diastolic=71
17:23 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
17:24 - Blood Pressure (mmHg): Systolic=128, Diastolic=72
17:25 - Blood Pressure (mmHg): Systolic=124, Diastolic=70
17:26 - Blood Pressure (mmHg): Systolic=115, Diastolic=88
17:27 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
17:28 - Blood Pressure (mmHg): Systolic=125, Diastolic=86
17:29 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
17:30 - Blood Pressure (mmHg): Systolic=129, Diastolic=71
17:31 - Blood Pressure (mmHg): Systolic=123, Diastolic=79
17:32 - Blood Pressure (mmHg): Systolic=112, Diastolic=72
17:33 - Blood Pressure (mmHg): Systolic=115, Diastolic=74
17:34 - Blood Pressure (mmHg): Systolic=115, Diastolic=83
17:35 - Blood Pressure (mmHg): Systolic=105, Diastolic=87
17:36 - Blood Pressure (mmHg): Systolic=100, Diastolic=89
17:37 - Blood Pressure (mmHg): Systolic=121, Diastolic=85
17:38 - Blood Pressure (mmHg): Systolic=100, Diastolic=71
17:39 - Blood Pressure (mmHg): Systolic=101, Diastolic=87
17:40 - Blood Pressure (mmHg): Systolic=124, Diastolic=75
17:41 - Blood Pressure (mmHg): Systolic=122, Diastolic=70
17:42 - Blood Pressure (mmHg): Systolic=127, Diastolic=80
17:43 - Blood Pressure (mmHg): Systolic=105, Diastolic=79
17:44 - Blood Pressure (mmHg): Systolic=124, Diastolic=90
17:45 - Blood Pressure (mmHg): Systolic=109, Diastolic=85
17:46 - Blood Pressure (mmHg): Systolic=113, Diastolic=74
17:47 - Blood Pressure (mmHg): Systolic=122, Diastolic=77
17:48 - Blood Pressure (mmHg): Systolic=125, Diastolic=88
17:49 - Blood Pressure (mmHg): Systolic=125, Diastolic=84
17:50 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
17:51 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
17:52 - Blood Pressure (mmHg): Systolic=105, Diastolic=75
17:53 - Blood Pressure (mmHg): Systolic=115, Diastolic=86
17:54 - Blood Pressure (mmHg): Systolic=122, Diastolic=75
17:55 - Blood Pressure (mmHg): Systolic=100, Diastolic=88
17:56 - Blood Pressure (mmHg): Systolic=113, Diastolic=71
17:57 - Blood Pressure (mmHg): Systolic=110, Diastolic=70
17:58 - Blood Pressure (mmHg): Systolic=109, Diastolic=81
17:59 - Blood Pressure (mmHg): Systolic=119, Diastolic=87
18:00 - Blood Pressure (mmHg): Systolic=103, Diastolic=87
18:01 - Blood Pressure (mmHg): Systolic=124, Diastolic=89
18:02 - Blood Pressure (mmHg): Systolic=112, Diastolic=80
18:03 - Blood Pressure (mmHg): Systolic=126, Diastolic=70
18:04 - Blood Pressure (mmHg): Systolic=101, Diastolic=75
18:05 - Blood Pressure (mmHg): Systolic=115, Diastolic=84
18:06 - Blood Pressure (mmHg): Systolic=109, Diastolic=77
18:07 - Blood Pressure (mmHg): Systolic=126, Diastolic=80
18:08 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
18:09 - Blood Pressure (mmHg): Systolic=103, Diastolic=70
18:10 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
18:11 - Blood Pressure (mmHg): Systolic=113, Diastolic=71
18:12 - Blood Pressure (mmHg): Systolic=112, Diastolic=79
18:13 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
18:14 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
18:15 - Blood Pressure (mmHg): Systolic=106, Diastolic=72
18:16 - Blood Pressure (mmHg): Systolic=122, Diastolic=82
18:17 - Blood Pressure (mmHg): Systolic=123, Diastolic=81
18:18 - Blood Pressure (mmHg): Systolic=107, Diastolic=78
18:19 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
18:20 - Blood Pressure (mmHg): Systolic=127, Diastolic=72
18:21 - Blood Pressure (mmHg): Systolic=110, Diastolic=80
18:22 - Blood Pressure (mmHg): Systolic=126, Diastolic=77
18:23 - Blood Pressure (mmHg): Systolic=106, Diastolic=81
18:24 - Blood Pressure (mmHg): Systolic=100, Diastolic=71
18:25 - Blood Pressure (mmHg): Systolic=123, Diastolic=81
18:26 - Blood Pressure (mmHg): Systolic=120, Diastolic=85
18:27 - Blood Pressure (mmHg): Systolic=130, Diastolic=80
18:28 - Blood Pressure (mmHg): Systolic=124, Diastolic=85
18:29 - Blood Pressure (mmHg): Systolic=101, Diastolic=77
18:30 - Blood Pressure (mmHg): Systolic=110, Diastolic=84
18:31 - Blood Pressure (mmHg): Systolic=127, Diastolic=81
18:32 - Blood Pressure (mmHg): Systolic=102, Diastolic=81
18:33 - Blood Pressure (mmHg): Systolic=113, Diastolic=78
18:34 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
18:35 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
18:36 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
18:37 - Blood Pressure (mmHg): Systolic=120, Diastolic=82
18:38 - Blood Pressure (mmHg): Systolic=101, Diastolic=85
18:39 - Blood Pressure (mmHg): Systolic=118, Diastolic=77
18:40 - Blood Pressure (mmHg): Systolic=104, Diastolic=72
18:41 - Blood Pressure (mmHg): Systolic=116, Diastolic=74
18:42 - Blood Pressure (mmHg): Systolic=130, Diastolic=71
18:43 - Blood Pressure (mmHg): Systolic=108, Diastolic=72
18:44 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
18:45 - Blood Pressure (mmHg): Systolic=111, Diastolic=82
18:46 - Blood Pressure (mmHg): Systolic=107, Diastolic=89
18:47 - Blood Pressure (mmHg): Systolic=101, Diastolic=86
18:48 - Blood Pressure (mmHg): Systolic=101, Diastolic=74
18:49 - Blood Pressure (mmHg): Systolic=107, Diastolic=79
18:50 - Blood Pressure (mmHg): Systolic=106, Diastolic=88
18:51 - Blood Pressure (mmHg): Systolic=121, Diastolic=78
18:52 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
18:53 - Blood Pressure (mmHg): Systolic=116, Diastolic=81
18:54 - Blood Pressure (mmHg): Systolic=118, Diastolic=88
18:55 - Blood Pressure (mmHg): Systolic=113, Diastolic=88
18:56 - Blood Pressure (mmHg): Systolic=125, Diastolic=78
18:57 - Blood Pressure (mmHg): Systolic=103, Diastolic=84
18:58 - Blood Pressure (mmHg): Systolic=125, Diastolic=76
18:59 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
19:00 - Blood Pressure (mmHg): Systolic=121, Diastolic=78
19:01 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
19:02 - Blood Pressure (mmHg): Systolic=112, Diastolic=90
19:03 - Blood Pressure (mmHg): Systolic=100, Diastolic=84
19:04 - Blood Pressure (mmHg): Systolic=121, Diastolic=80
19:05 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
19:06 - Blood Pressure (mmHg): Systolic=119, Diastolic=90
19:07 - Blood Pressure (mmHg): Systolic=101, Diastolic=82
19:08 - Blood Pressure (mmHg): Systolic=126, Diastolic=77
19:09 - Blood Pressure (mmHg): Systolic=101, Diastolic=81
19:10 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
19:11 - Blood Pressure (mmHg): Systolic=101, Diastolic=90
19:12 - Blood Pressure (mmHg): Systolic=100, Diastolic=87
19:13 - Blood Pressure (mmHg): Systolic=111, Diastolic=70
19:14 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
19:15 - Blood Pressure (mmHg): Systolic=107, Diastolic=90
19:16 - Blood Pressure (mmHg): Systolic=113, Diastolic=79
19:17 - Blood Pressure (mmHg): Systolic=117, Diastolic=87
19:18 - Blood Pressure (mmHg): Systolic=127, Diastolic=88
19:19 - Blood Pressure (mmHg): Systolic=109, Diastolic=87
19:20 - Blood Pressure (mmHg): Systolic=111, Diastolic=83
19:21 - Blood Pressure (mmHg): Systolic=105, Diastolic=83
19:22 - Blood Pressure (mmHg): Systolic=107, Diastolic=84
19:23 - Blood Pressure (mmHg): Systolic=121, Diastolic=90
19:24 - Blood Pressure (mmHg): Systolic=105, Diastolic=75
19:25 - Blood Pressure (mmHg): Systolic=108, Diastolic=77
19:26 - Blood Pressure (mmHg): Systolic=116, Diastolic=84
19:27 - Blood Pressure (mmHg): Systolic=104, Diastolic=75
19:28 - Blood Pressure (mmHg): Systolic=120, Diastolic=76
19:29 - Blood Pressure (mmHg): Systolic=120, Diastolic=89
19:30 - Blood Pressure (mmHg): Systolic=102, Diastolic=80
19:31 - Blood Pressure (mmHg): Systolic=100, Diastolic=72
19:32 - Blood Pressure (mmHg): Systolic=116, Diastolic=90
19:33 - Blood Pressure (mmHg): Systolic=122, Diastolic=76
19:34 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
19:35 - Blood Pressure (mmHg): Systolic=119, Diastolic=74
19:36 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
19:37 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
19:38 - Blood Pressure (mmHg): Systolic=124, Diastolic=73
19:39 - Blood Pressure (mmHg): Systolic=126, Diastolic=70
19:40 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
19:41 - Blood Pressure (mmHg): Systolic=114, Diastolic=90
19:42 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
19:43 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
19:44 - Blood Pressure (mmHg): Systolic=109, Diastolic=82
19:45 - Blood Pressure (mmHg): Systolic=114, Diastolic=71
19:46 - Blood Pressure (mmHg): Systolic=108, Diastolic=76
19:47 - Blood Pressure (mmHg): Systolic=126, Diastolic=89
19:48 - Blood Pressure (mmHg): Systolic=117, Diastolic=86
19:49 - Blood Pressure (mmHg): Systolic=106, Diastolic=75
19:50 - Blood Pressure (mmHg): Systolic=100, Diastolic=90
19:51 - Blood Pressure (mmHg): Systolic=117, Diastolic=84
19:52 - Blood Pressure (mmHg): Systolic=103, Diastolic=71
19:53 - Blood Pressure (mmHg): Systolic=123, Diastolic=82
19:54 - Blood Pressure (mmHg): Systolic=115, Diastolic=90
19:55 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
19:56 - Blood Pressure (mmHg): Systolic=112, Diastolic=81
19:57 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
19:58 - Blood Pressure (mmHg): Systolic=111, Diastolic=76
19:59 - Blood Pressure (mmHg): Systolic=109, Diastolic=84
20:00 - Blood Pressure (mmHg): Systolic=107, Diastolic=74
20:01 - Blood Pressure (mmHg): Systolic=124, Diastolic=86
20:02 - Blood Pressure (mmHg): Systolic=122, Diastolic=77
20:03 - Blood Pressure (mmHg): Systolic=121, Diastolic=88
20:04 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
20:05 - Blood Pressure (mmHg): Systolic=103, Diastolic=89
20:06 - Blood Pressure (mmHg): Systolic=128, Diastolic=81
20:07 - Blood Pressure (mmHg): Systolic=122, Diastolic=90
20:08 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
20:09 - Blood Pressure (mmHg): Systolic=124, Diastolic=85
20:10 - Blood Pressure (mmHg): Systolic=101, Diastolic=81
20:11 - Blood Pressure (mmHg): Systolic=118, Diastolic=90
20:12 - Blood Pressure (mmHg): Systolic=130, Diastolic=73
20:13 - Blood Pressure (mmHg): Systolic=111, Diastolic=88
20:14 - Blood Pressure (mmHg): Systolic=123, Diastolic=90
20:15 - Blood Pressure (mmHg): Systolic=113, Diastolic=90
20:16 - Blood Pressure (mmHg): Systolic=100, Diastolic=82
20:17 - Blood Pressure (mmHg): Systolic=111, Diastolic=79
20:18 - Blood Pressure (mmHg): Systolic=112, Diastolic=84
20:19 - Blood Pressure (mmHg): Systolic=105, Diastolic=71
20:20 - Blood Pressure (mmHg): Systolic=112, Diastolic=90
20:21 - Blood Pressure (mmHg): Systolic=103, Diastolic=83
20:22 - Blood Pressure (mmHg): Systolic=104, Diastolic=74
20:23 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
20:24 - Blood Pressure (mmHg): Systolic=118, Diastolic=79
20:25 - Blood Pressure (mmHg): Systolic=100, Diastolic=79
20:26 - Blood Pressure (mmHg): Systolic=116, Diastolic=85
20:27 - Blood Pressure (mmHg): Systolic=114, Diastolic=87
20:28 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
20:29 - Blood Pressure (mmHg): Systolic=118, Diastolic=72
20:30 - Blood Pressure (mmHg): Systolic=102, Diastolic=76
20:31 - Blood Pressure (mmHg): Systolic=130, Diastolic=80
20:32 - Blood Pressure (mmHg): Systolic=128, Diastolic=85
20:33 - Blood Pressure (mmHg): Systolic=125, Diastolic=90
20:34 - Blood Pressure (mmHg): Systolic=122, Diastolic=74
20:35 - Blood Pressure (mmHg): Systolic=100, Diastolic=88
20:36 - Blood Pressure (mmHg): Systolic=115, Diastolic=90
20:37 - Blood Pressure (mmHg): Systolic=130, Diastolic=78
20:38 - Blood Pressure (mmHg): Systolic=120, Diastolic=76
20:39 - Blood Pressure (mmHg): Systolic=113, Diastolic=71
20:40 - Blood Pressure (mmHg): Systolic=113, Diastolic=70
20:41 - Blood Pressure (mmHg): Systolic=117, Diastolic=73
20:42 - Blood Pressure (mmHg): Systolic=101, Diastolic=89
20:43 - Blood Pressure (mmHg): Systolic=103, Diastolic=74
20:44 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
20:45 - Blood Pressure (mmHg): Systolic=111, Diastolic=72
20:46 - Blood Pressure (mmHg): Systolic=102, Diastolic=70
20:47 - Blood Pressure (mmHg): Systolic=104, Diastolic=75
20:48 - Blood Pressure (mmHg): Systolic=110, Diastolic=75
20:49 - Blood Pressure (mmHg): Systolic=127, Diastolic=85
20:50 - Blood Pressure (mmHg): Systolic=119, Diastolic=85
20:51 - Blood Pressure (mmHg): Systolic=105, Diastolic=73
20:52 - Blood Pressure (mmHg): Systolic=103, Diastolic=85
20:53 - Blood Pressure (mmHg): Systolic=127, Diastolic=85
20:54 - Blood Pressure (mmHg): Systolic=102, Diastolic=90
20:55 - Blood Pressure (mmHg): Systolic=109, Diastolic=71
20:56 - Blood Pressure (mmHg): Systolic=128, Diastolic=83
20:57 - Blood Pressure (mmHg): Systolic=123, Diastolic=71
20:58 - Blood Pressure (mmHg): Systolic=129, Diastolic=76
20:59 - Blood Pressure (mmHg): Systolic=113, Diastolic=85
21:00 - Blood Pressure (mmHg): Systolic=127, Diastolic=80
21:01 - Blood Pressure (mmHg): Systolic=127, Diastolic=82
21:02 - Blood Pressure (mmHg): Systolic=120, Diastolic=83
21:03 - Blood Pressure (mmHg): Systolic=113, Diastolic=77
21:04 - Blood Pressure (mmHg): Systolic=106, Diastolic=86
21:05 - Blood Pressure (mmHg): Systolic=116, Diastolic=89
21:06 - Blood Pressure (mmHg): Systolic=104, Diastolic=90
21:07 - Blood Pressure (mmHg): Systolic=105, Diastolic=85
21:08 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
