00:00 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
14:06 - Blood Pressure (mmHg): Systolic=96, Diastolic=69
14:07 - Blood Pressure (mmHg): Systolic=92, Diastolic=60
14:08 - Blood Pressure (mmHg): Systolic=117, Diastolic=60
14:09 - Blood Pressure (mmHg): Systolic=108, Diastolic=62
14:10 - Blood Pressure (mmHg): Systolic=93, Diastolic=71
14:11 - Blood Pressure (mmHg): Systolic=91, Diastolic=70
14:12 - Blood Pressure (mmHg): Systolic=111, Diastolic=71
14:13 - Blood Pressure (mmHg): Systolic=99, Diastolic=72
14:14 - Blood Pressure (mmHg): Systolic=115, Diastolic=61
14:15 - Blood Pressure (mmHg): Systolic=94, Diastolic=64
14:16 - Blood Pressure (mmHg): Systolic=117, Diastolic=73
14:17 - Blood Pressure (mmHg): Systolic=105, Diastolic=74
14:18 - Blood Pressure (mmHg): Systolic=110, Diastolic=77
14:19 - Blood Pressure (mmHg): Systolic=95, Diastolic=76
14:20 - Blood Pressure (mmHg): Systolic=95, Diastolic=71
14:21 - Blood Pressure (mmHg): Systolic=97, Diastolic=69
14:22 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
14:23 - Blood Pressure (mmHg): Systolic=92, Diastolic=65
14:24 - Blood Pressure (mmHg): Systolic=112, Diastolic=62
14:25 - Blood Pressure (mmHg): Systolic=118, Diastolic=60
14:26 - Blood Pressure (mmHg): Systolic=90, Diastolic=62
14:27 - Blood Pressure (mmHg): Systolic=116, Diastolic=78
14:28 - Blood Pressure (mmHg): Systolic=120, Diastolic=73
14:29 - Blood Pressure (mmHg): Systolic=109, Diastolic=77
14:30 - Blood Pressure (mmHg): Systolic=93, Diastolic=75
14:31 - Blood Pressure (mmHg): Systolic=104, Diastolic=78
14:32 - Blood Pressure (mmHg): Systolic=113, Diastolic=75
14:33 - Blood Pressure (mmHg): Systolic=90, Diastolic=68
14:34 - Blood Pressure (mmHg): Systolic=91, Diastolic=75
14:35 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
14:36 - Blood Pressure (mmHg): Systolic=97, Diastolic=70
14:37 - Blood Pressure (mmHg): Systolic=106, Diastolic=65
14:38 - Blood Pressure (mmHg): Systolic=109, Diastolic=67
14:39 - Blood Pressure (mmHg): Systolic=119, Diastolic=63
14:40 - Blood Pressure (mmHg): Systolic=109, Diastolic=69
14:41 - Blood Pressure (mmHg): Systolic=98, Diastolic=80
14:42 - Blood Pressure (mmHg): Systolic=120, Diastolic=66
14:43 - Blood Pressure (mmHg): Systolic=96, Diastolic=60
14:44 - Blood Pressure (mmHg): Systolic=118, Diastolic=67
14:45 - Blood Pressure (mmHg): Systolic=98, Diastolic=71
14:46 - Blood Pressure (mmHg): Systolic=101, Diastolic=66
14:47 - Blood Pressure (mmHg): Systolic=99, Diastolic=77
14:48 - Blood Pressure (mmHg): Systolic=112, Diastolic=63
14:49 - Blood Pressure (mmHg): Systolic=111, Diastolic=69
14:50 - Blood Pressure (mmHg): Systolic=90, Diastolic=72
14:51 - Blood Pressure (mmHg): Systolic=108, Diastolic=68
14:52 - Blood Pressure (mmHg): Systolic=104, Diastolic=63
14:53 - Blood Pressure (mmHg): Systolic=109, Diastolic=78
14:54 - Blood Pressure (mmHg): Systolic=117, Diastolic=67
14:55 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
14:56 - Blood Pressure (mmHg): Systolic=103, Diastolic=67
14:57 - Blood Pressure (mmHg): Systolic=92, Diastolic=64
14:58 - Blood Pressure (mmHg): Systolic=98, Diastolic=67
14:59 - Blood Pressure (mmHg): Systolic=97, Diastolic=74
15:00 - Blood Pressure (mmHg): Systolic=113, Diastolic=76
15:01 - Blood Pressure (mmHg): Systolic=103, Diastolic=63
15:02 - Blood Pressure (mmHg): Systolic=116, Diastolic=77
15:03 - Blood Pressure (mmHg): Systolic=106, Diastolic=65
15:04 - Blood Pressure (mmHg): Systolic=102, Diastolic=75
15:05 - Blood Pressure (mmHg): Systolic=97, Diastolic=60
15:06 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
15:07 - Blood Pressure (mmHg): Systolic=94, Diastolic=70
15:08 - Blood Pressure (mmHg): Systolic=90, Diastolic=80
15:09 - Blood Pressure (mmHg): Systolic=116, Diastolic=64
15:10 - Blood Pressure (mmHg): Systolic=108, Diastolic=65
15:11 - Blood Pressure (mmHg): Systolic=119, Diastolic=71
15:12 - Blood Pressure (mmHg): Systolic=107, Diastolic=77
15:13 - Blood Pressure (mmHg): Systolic=96, Diastolic=66
15:14 - Blood Pressure (mmHg): Systolic=101, Diastolic=79
15:15 - Blood Pressure (mmHg): Systolic=117, Diastolic=73
15:16 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
15:17 - Blood Pressure (mmHg): Systolic=120, Diastolic=77
15:18 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
15:19 - Blood Pressure (mmHg): Systolic=100, Diastolic=71
15:20 - Blood Pressure (mmHg): Systolic=91, Diastolic=80
15:21 - Blood Pressure (mmHg): Systolic=107, Diastolic=70
15:22 - Blood Pressure (mmHg): Systolic=91, Diastolic=72
15:23 - Blood Pressure (mmHg): Systolic=96, Diastolic=73
15:24 - Blood Pressure (mmHg): Systolic=106, Diastolic=68
15:25 - Blood Pressure (mmHg): Systolic=94, Diastolic=69
15:26 - Blood Pressure (mmHg): Systolic=108, Diastolic=60
15:27 - Blood Pressure (mmHg): Systolic=117, Diastolic=70
15:28 - Blood Pressure (mmHg): Systolic=107, Diastolic=72
15:29 - Blood Pressure (mmHg): Systolic=119, Diastolic=75
15:30 - Blood Pressure (mmHg): Systolic=117, Diastolic=76
15:31 - Blood Pressure (mmHg): Systolic=117, Diastolic=80
15:32 - Blood Pressure (mmHg): Systolic=94, Diastolic=65
15:33 - Blood Pressure (mmHg): Systolic=95, Diastolic=68
15:34 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
15:35 - Blood Pressure (mmHg): Systolic=90, Diastolic=70
15:36 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
15:37 - Blood Pressure (mmHg): Systolic=101, Diastolic=61
15:38 - Blood Pressure (mmHg): Systolic=107, Diastolic=79
15:39 - Blood Pressure (mmHg): Systolic=115, Diastolic=70
15:40 - Blood Pressure (mmHg): Systolic=105, Diastolic=61
15:41 - Blood Pressure (mmHg): Systolic=112, Diastolic=74
15:42 - Blood Pressure (mmHg): Systolic=115, Diastolic=60
15:43 - Blood Pressure (mmHg): Systolic=119, Diastolic=61
15:44 - Blood Pressure (mmHg): Systolic=113, Diastolic=78
15:45 - Blood Pressure (mmHg): Systolic=92, Diastolic=62
15:46 - Blood Pressure (mmHg): Systolic=119, Diastolic=60
15:47 - Blood Pressure (mmHg): Systolic=110, Diastolic=61
15:48 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
15:49 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
15:50 - Blood Pressure (mmHg): Systolic=101, Diastolic=60
15:51 - Blood Pressure (mmHg): Systolic=115, Diastolic=71
15:52 - Blood Pressure (mmHg): Systolic=104, Diastolic=65
15:53 - Blood Pressure (mmHg): Systolic=104, Diastolic=80
15:54 - Blood Pressure (mmHg): Systolic=115, Diastolic=71
15:55 - Blood Pressure (mmHg): Systolic=118, Diastolic=67
15:56 - Blood Pressure (mmHg): Systolic=96, Diastolic=70
15:57 - Blood Pressure (mmHg): Systolic=117, Diastolic=80
15:58 - Blood Pressure (mmHg): Systolic=91, Diastolic=62
15:59 - Blood Pressure (mmHg): Systolic=108, Diastolic=73
16:00 - Blood Pressure (mmHg): Systolic=108, Diastolic=61
16:01 - Blood Pressure (mmHg): Systolic=107, Diastolic=80
16:02 - Blood Pressure (mmHg): Systolic=99, Diastolic=71
16:03 - Blood Pressure (mmHg): Systolic=107, Diastolic=64
16:04 - Blood Pressure (mmHg): Systolic=108, Diastolic=63
16:05 - Blood Pressure (mmHg): Systolic=115, Diastolic=68
16:06 - Blood Pressure (mmHg): Systolic=109, Diastolic=70
16:07 - Blood Pressure (mmHg): Systolic=102, Diastolic=66
16:08 - Blood Pressure (mmHg): Systolic=111, Diastolic=63
16:09 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
16:10 - Blood Pressure (mmHg): Systolic=106, Diastolic=70
16:11 - Blood Pressure (mmHg): Systolic=96, Diastolic=66
16:12 - Blood Pressure (mmHg): Systolic=104, Diastolic=70
16:13 - Blood Pressure (mmHg): Systolic=118, Diastolic=61
16:14 - Blood Pressure (mmHg): Systolic=102, Diastolic=60
16:15 - Blood Pressure (mmHg): Systolic=90, Diastolic=69
16:16 - Blood Pressure (mmHg): Systolic=95, Diastolic=64
16:17 - Blood Pressure (mmHg): Systolic=107, Diastolic=63
16:18 - Blood Pressure (mmHg): Systolic=98, Diastolic=68
16:19 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
16:20 - Blood Pressure (mmHg): Systolic=99, Diastolic=79
16:21 - Blood Pressure (mmHg): Systolic=104, Diastolic=69
16:22 - Blood Pressure (mmHg): Systolic=116, Diastolic=72
16:23 - Blood Pressure (mmHg): Systolic=93, Diastolic=75
16:24 - Blood Pressure (mmHg): Systolic=105, Diastolic=79
16:25 - Blood Pressure (mmHg): Systolic=96, Diastolic=65
16:26 - Blood Pressure (mmHg): Systolic=103, Diastolic=73
16:27 - Blood Pressure (mmHg): Systolic=98, Diastolic=63
16:28 - Blood Pressure (mmHg): Systolic=92, Diastolic=71
16:29 - Blood Pressure (mmHg): Systolic=90, Diastolic=68
16:30 - Blood Pressure (mmHg): Systolic=107, Diastolic=78
16:31 - Blood Pressure (mmHg): Systolic=120, Diastolic=72
16:32 - Blood Pressure (mmHg): Systolic=91, Diastolic=62
16:33 - Blood Pressure (mmHg): Systolic=115, Diastolic=77
16:34 - Blood Pressure (mmHg): Systolic=120, Diastolic=70
16:35 - Blood Pressure (mmHg): Systolic=111, Diastolic=72
16:36 - Blood Pressure (mmHg): Systolic=97, Diastolic=62
16:37 - Blood Pressure (mmHg): Systolic=117, Diastolic=64
16:38 - Blood Pressure (mmHg): Systolic=111, Diastolic=62
16:39 - Blood Pressure (mmHg): Systolic=107, Diastolic=76
16:40 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
16:41 - Blood Pressure (mmHg): Systolic=120, Diastolic=61
16:42 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
16:43 - Blood Pressure (mmHg): Systolic=100, Diastolic=68
16:44 - Blood Pressure (mmHg): Systolic=92, Diastolic=60
16:45 - Blood Pressure (mmHg): Systolic=114, Diastolic=72
16:46 - Blood Pressure (mmHg): Systolic=112, Diastolic=61
16:47 - Blood Pressure (mmHg): Systolic=108, Diastolic=70
16:48 - Blood Pressure (mmHg): Systolic=120, Diastolic=78
16:49 - Blood Pressure (mmHg): Systolic=119, Diastolic=70
16:50 - Blood Pressure (mmHg): Systolic=99, Diastolic=66
16:51 - Blood Pressure (mmHg): Systolic=94, Diastolic=60
16:52 - Blood Pressure (mmHg): Systolic=119, Diastolic=77
16:53 - Blood Pressure (mmHg): Systolic=94, Diastolic=64
16:54 - Blood Pressure (mmHg): Systolic=98, Diastolic=67
16:55 - Blood Pressure (mmHg): Systolic=107, Diastolic=68
16:56 - Blood Pressure (mmHg): Systolic=107, Diastolic=63
16:57 - Blood Pressure (mmHg): Systolic=115, Diastolic=64
16:58 - Blood Pressure (mmHg): Systolic=99, Diastolic=71
16:59 - Blood Pressure (mmHg): Systolic=97, Diastolic=65
17:00 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
17:01 - Blood Pressure (mmHg): Systolic=96, Diastolic=78
17:02 - Blood Pressure (mmHg): Systolic=115, Diastolic=79
17:03 - Blood Pressure (mmHg): Systolic=93, Diastolic=64
17:04 - Blood Pressure (mmHg): Systolic=111, Diastolic=66
17:05 - Blood Pressure (mmHg): Systolic=112, Diastolic=74
17:06 - Blood Pressure (mmHg): Systolic=107, Diastolic=62
17:07 - Blood Pressure (mmHg): Systolic=116, Diastolic=77
17:08 - Blood Pressure (mmHg): Systolic=101, Diastolic=66
17:09 - Blood Pressure (mmHg): Systolic=95, Diastolic=73
17:10 - Blood Pressure (mmHg): Systolic=92, Diastolic=71
17:11 - Blood Pressure (mmHg): Systolic=94, Diastolic=61
17:12 - Blood Pressure (mmHg): Systolic=91, Diastolic=74
17:13 - Blood Pressure (mmHg): Systolic=96, Diastolic=78
17:14 - Blood Pressure (mmHg): Systolic=104, Diastolic=72
17:15 - Blood Pressure (mmHg): Systolic=104, Diastolic=67
17:16 - Blood Pressure (mmHg): Systolic=108, Diastolic=73
17:17 - Blood Pressure (mmHg): Systolic=115, Diastolic=70
17:18 - Blood Pressure (mmHg): Systolic=91, Diastolic=71
17:19 - Blood Pressure (mmHg): Systolic=97, Diastolic=70
17:20 - Blood Pressure (mmHg): Systolic=109, Diastolic=64
17:21 - Blood Pressure (mmHg): Systolic=116, Diastolic=67
17:22 - Blood Pressure (mmHg): Systolic=103, Diastolic=73
17:23 - Blood Pressure (mmHg): Systolic=99, Diastolic=66
17:24 - Blood Pressure (mmHg): Systolic=120, Diastolic=69
17:25 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
17:26 - Blood Pressure (mmHg): Systolic=92, Diastolic=76
17:27 - Blood Pressure (mmHg): Systolic=117, Diastolic=61
17:28 - Blood Pressure (mmHg): Systolic=103, Diastolic=75
17:29 - Blood Pressure (mmHg): Systolic=90, Diastolic=70
17:30 - Blood Pressure (mmHg): Systolic=98, Diastolic=66
17:31 - Blood Pressure (mmHg): Systolic=102, Diastolic=69
17:32 - Blood Pressure (mmHg): Systolic=99, Diastolic=63
17:33 - Blood Pressure (mmHg): Systolic=98, Diastolic=60
17:34 - Blood Pressure (mmHg): Systolic=105, Diastolic=67
17:35 - Blood Pressure (mmHg): Systolic=107, Diastolic=73
17:36 - Blood Pressure (mmHg): Systolic=115, Diastolic=75
17:37 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
17:38 - Blood Pressure (mmHg): Systolic=95, Diastolic=68
17:39 - Blood Pressure (mmHg): Systolic=100, Diastolic=74
17:40 - Blood Pressure (mmHg): Systolic=110, Diastolic=60
17:41 - Blood Pressure (mmHg): Systolic=101, Diastolic=68
17:42 - Blood Pressure (mmHg): Systolic=99, Diastolic=77
17:43 - Blood Pressure (mmHg): Systolic=91, Diastolic=65
17:44 - Blood Pressure (mmHg): Systolic=120, Diastolic=75
17:45 - Blood Pressure (mmHg): Systolic=98, Diastolic=79
17:46 - Blood Pressure (mmHg): Systolic=96, Diastolic=75
17:47 - Blood Pressure (mmHg): Systolic=100, Diastolic=79
17:48 - Blood Pressure (mmHg): Systolic=91, Diastolic=68
17:49 - Blood Pressure (mmHg): Systolic=109, Diastolic=73
17:50 - Blood Pressure (mmHg): Systolic=99, Diastolic=65
17:51 - Blood Pressure (mmHg): Systolic=120, Diastolic=65
17:52 - Blood Pressure (mmHg): Systolic=112, Diastolic=62
17:53 - Blood Pressure (mmHg): Systolic=118, Diastolic=72
17:54 - Blood Pressure (mmHg): Systolic=112, Diastolic=72
17:55 - Blood Pressure (mmHg): Systolic=114, Diastolic=61
17:56 - Blood Pressure (mmHg): Systolic=117, Diastolic=69
17:57 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
17:58 - Blood Pressure (mmHg): Systolic=103, Diastolic=68
17:59 - Blood Pressure (mmHg): Systolic=117, Diastolic=60
18:00 - Blood Pressure (mmHg): Systolic=113, Diastolic=67
18:01 - Blood Pressure (mmHg): Systolic=94, Diastolic=75
18:02 - Blood Pressure (mmHg): Systolic=100, Diastolic=77
18:03 - Blood Pressure (mmHg): Systolic=90, Diastolic=61
18:04 - Blood Pressure (mmHg): Systolic=110, Diastolic=74
18:05 - Blood Pressure (mmHg): Systolic=118, Diastolic=80
18:06 - Blood Pressure (mmHg): Systolic=91, Diastolic=76
18:07 - Blood Pressure (mmHg): Systolic=96, Diastolic=72
18:08 - Blood Pressure (mmHg): Systolic=107, Diastolic=78
18:09 - Blood Pressure (mmHg): Systolic=105, Diastolic=73
18:10 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
18:11 - Blood Pressure (mmHg): Systolic=98, Diastolic=65
18:12 - Blood Pressure (mmHg): Systolic=115, Diastolic=72
18:13 - Blood Pressure (mmHg): Systolic=102, Diastolic=60
18:14 - Blood Pressure (mmHg): Systolic=107, Diastolic=62
18:15 - Blood Pressure (mmHg): Systolic=102, Diastolic=73
18:16 - Blood Pressure (mmHg): Systolic=96, Diastolic=80
18:17 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
18:18 - Blood Pressure (mmHg): Systolic=97, Diastolic=69
18:19 - Blood Pressure (mmHg): Systolic=93, Diastolic=67
18:20 - Blood Pressure (mmHg): Systolic=93, Diastolic=64
18:21 - Blood Pressure (mmHg): Systolic=96, Diastolic=75
18:22 - Blood Pressure (mmHg): Systolic=95, Diastolic=60
18:23 - Blood Pressure (mmHg): Systolic=98, Diastolic=65
18:24 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
18:25 - Blood Pressure (mmHg): Systolic=94, Diastolic=76
18:26 - Blood Pressure (mmHg): Systolic=111, Diastolic=79
18:27 - Blood Pressure (mmHg): Systolic=113, Diastolic=76
18:28 - Blood Pressure (mmHg): Systolic=104, Diastolic=67
18:29 - Blood Pressure (mmHg): Systolic=115, Diastolic=73
18:30 - Blood Pressure (mmHg): Systolic=98, Diastolic=72
18:31 - Blood Pressure (mmHg): Systolic=92, Diastolic=78
18:32 - Blood Pressure (mmHg): Systolic=111, Diastolic=67
18:33 - Blood Pressure (mmHg): Systolic=101, Diastolic=66
18:34 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
18:35 - Blood Pressure (mmHg): Systolic=91, Diastolic=74
18:36 - Blood Pressure (mmHg): Systolic=119, Diastolic=62
18:37 - Blood Pressure (mmHg): Systolic=117, Diastolic=79
18:38 - Blood Pressure (mmHg): Systolic=98, Diastolic=72
18:39 - Blood Pressure (mmHg): Systolic=100, Diastolic=61
18:40 - Blood Pressure (mmHg): Systolic=109, Diastolic=61
18:41 - Blood Pressure (mmHg): Systolic=111, Diastolic=70
18:42 - Blood Pressure (mmHg): Systolic=104, Diastolic=61
18:43 - Blood Pressure (mmHg): Systolic=110, Diastolic=65
18:44 - Blood Pressure (mmHg): Systolic=120, Diastolic=70
18:45 - Blood Pressure (mmHg): Systolic=118, Diastolic=67
18:46 - Blood Pressure (mmHg): Systolic=95, Diastolic=74
18:47 - Blood Pressure (mmHg): Systolic=91, Diastolic=61
18:48 - Blood Pressure (mmHg): Systolic=98, Diastolic=68
18:49 - Blood Pressure (mmHg): Systolic=98, Diastolic=74
18:50 - Blood Pressure (mmHg): Systolic=96, Diastolic=68
18:51 - Blood Pressure (mmHg): Systolic=106, Diastolic=62
18:52 - Blood Pressure (mmHg): Systolic=117, Diastolic=77
18:53 - Blood Pressure (mmHg): Systolic=98, Diastolic=62
18:54 - Blood Pressure (mmHg): Systolic=111, Diastolic=76
18:55 - Blood Pressure (mmHg): Systolic=93, Diastolic=72
18:56 - Blood Pressure (mmHg): Systolic=94, Diastolic=80
18:57 - Blood Pressure (mmHg): Systolic=105, Diastolic=72
18:58 - Blood Pressure (mmHg): Systolic=101, Diastolic=69
18:59 - Blood Pressure (mmHg): Systolic=112, Diastolic=68
19:00 - Blood Pressure (mmHg): Systolic=110, Diastolic=62
19:01 - Blood Pressure (mmHg): Systolic=113, Diastolic=66
19:02 - Blood Pressure (mmHg): Systolic=120, Diastolic=74
19:03 - Blood Pressure (mmHg): Systolic=105, Diastolic=65
19:04 - Blood Pressure (mmHg): Systolic=101, Diastolic=66
19:05 - Blood Pressure (mmHg): Systolic=120, Diastolic=71
19:06 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
19:07 - Blood Pressure (mmHg): Systolic=98, Diastolic=61
19:08 - Blood Pressure (mmHg): Systolic=101, Diastolic=75
19:09 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
19:10 - Blood Pressure (mmHg): Systolic=97, Diastolic=77
19:11 - Blood Pressure (mmHg): Systolic=103, Diastolic=80
19:12 - Blood Pressure (mmHg): Systolic=99, Diastolic=77
19:13 - Blood Pressure (mmHg): Systolic=100, Diastolic=62
19:14 - Blood Pressure (mmHg): Systolic=96, Diastolic=64
19:15 - Blood Pressure (mmHg): Systolic=96, Diastolic=64
19:16 - Blood Pressure (mmHg): Systolic=120, Diastolic=62
19:17 - Blood Pressure (mmHg): Systolic=109, Diastolic=78
19:18 - Blood Pressure (mmHg): Systolic=99, Diastolic=65
19:19 - Blood Pressure (mmHg): Systolic=100, Diastolic=68
19:20 - Blood Pressure (mmHg): Systolic=108, Diastolic=65
19:21 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
19:22 - Blood Pressure (mmHg): Systolic=107, Diastolic=74
19:23 - Blood Pressure (mmHg): Systolic=111, Diastolic=70
19:24 - Blood Pressure (mmHg): Systolic=99, Diastolic=69
19:25 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
19:26 - Blood Pressure (mmHg): Systolic=98, Diastolic=66
19:27 - Blood Pressure (mmHg): Systolic=108, Diastolic=78
19:28 - Blood Pressure (mmHg): Systolic=120, Diastolic=60
19:29 - Blood Pressure (mmHg): Systolic=100, Diastolic=62
19:30 - Blood Pressure (mmHg): Systolic=90, Diastolic=62
19:31 - Blood Pressure (mmHg): Systolic=99, Diastolic=74
19:32 - Blood Pressure (mmHg): Systolic=111, Diastolic=79
19:33 - Blood Pressure (mmHg): Systolic=94, Diastolic=75
19:34 - Blood Pressure (mmHg): Systolic=91, Diastolic=79
19:35 - Blood Pressure (mmHg): Systolic=95, Diastolic=66
19:36 - Blood Pressure (mmHg): Systolic=104, Diastolic=74
19:37 - Blood Pressure (mmHg): Systolic=113, Diastolic=65
19:38 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
19:39 - Blood Pressure (mmHg): Systolic=117, Diastolic=65
19:40 - Blood Pressure (mmHg): Systolic=100, Diastolic=68
19:41 - Blood Pressure (mmHg): Systolic=115, Diastolic=64
19:42 - Blood Pressure (mmHg): Systolic=90, Diastolic=62
19:43 - Blood Pressure (mmHg): Systolic=102, Diastolic=79
19:44 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
19:45 - Blood Pressure (mmHg): Systolic=112, Diastolic=78
19:46 - Blood Pressure (mmHg): Systolic=100, Diastolic=72
19:47 - Blood Pressure (mmHg): Systolic=97, Diastolic=61
19:48 - Blood Pressure (mmHg): Systolic=115, Diastolic=76
19:49 - Blood Pressure (mmHg): Systolic=94, Diastolic=61
19:50 - Blood Pressure (mmHg): Systolic=102, Diastolic=63
19:51 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
19:52 - Blood Pressure (mmHg): Systolic=104, Diastolic=76
19:53 - Blood Pressure (mmHg): Systolic=105, Diastolic=70
19:54 - Blood Pressure (mmHg): Systolic=109, Diastolic=80
19:55 - Blood Pressure (mmHg): Systolic=100, Diastolic=64
19:56 - Blood Pressure (mmHg): Systolic=109, Diastolic=67
19:57 - Blood Pressure (mmHg): Systolic=98, Diastolic=73
19:58 - Blood Pressure (mmHg): Systolic=108, Diastolic=65
19:59 - Blood Pressure (mmHg): Systolic=101, Diastolic=69
20:00 - Blood Pressure (mmHg): Systolic=120, Diastolic=80
20:01 - Blood Pressure (mmHg): Systolic=100, Diastolic=73
20:02 - Blood Pressure (mmHg): Systolic=90, Diastolic=67
20:03 - Blood Pressure (mmHg): Systolic=99, Diastolic=64
20:04 - Blood Pressure (mmHg): Systolic=94, Diastolic=67
20:05 - Blood Pressure (mmHg): Systolic=104, Diastolic=61
20:06 - Blood Pressure (mmHg): Systolic=97, Diastolic=74
20:07 - Blood Pressure (mmHg): Systolic=90, Diastolic=64
20:08 - Blood Pressure (mmHg): Systolic=104, Diastolic=67
20:09 - Blood Pressure (mmHg): Systolic=93, Diastolic=76
20:10 - Blood Pressure (mmHg): Systolic=99, Diastolic=65
20:11 - Blood Pressure (mmHg): Systolic=113, Diastolic=63
20:12 - Blood Pressure (mmHg): Systolic=118, Diastolic=61
20:13 - Blood Pressure (mmHg): Systolic=120, Diastolic=70
20:14 - Blood Pressure (mmHg): Systolic=118, Diastolic=73
20:15 - Blood Pressure (mmHg): Systolic=102, Diastolic=71
20:16 - Blood Pressure (mmHg): Systolic=103, Diastolic=68
20:17 - Blood Pressure (mmHg): Systolic=90, Diastolic=67
20:18 - Blood Pressure (mmHg): Systolic=107, Diastolic=75
20:19 - Blood Pressure (mmHg): Systolic=118, Diastolic=66
20:20 - Blood Pressure (mmHg): Systolic=117, Diastolic=76
20:21 - Blood Pressure (mmHg): Systolic=101, Diastolic=60
20:22 - Blood Pressure (mmHg): Systolic=104, Diastolic=67
20:23 - Blood Pressure (mmHg): Systolic=120, Diastolic=60
20:24 - Blood Pressure (mmHg): Systolic=120, Diastolic=72
20:25 - Blood Pressure (mmHg): Systolic=113, Diastolic=79
20:26 - Blood Pressure (mmHg): Systolic=110, Diastolic=76
20:27 - Blood Pressure (mmHg): Systolic=100, Diastolic=68
20:28 - Blood Pressure (mmHg): Systolic=117, Diastolic=62
20:29 - Blood Pressure (mmHg): Systolic=90, Diastolic=65
20:30 - Blood Pressure (mmHg): Systolic=98, Diastolic=66
20:31 - Blood Pressure (mmHg): Systolic=113, Diastolic=64
20:32 - Blood Pressure (mmHg): Systolic=100, Diastolic=69
20:33 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
20:34 - Blood Pressure (mmHg): Systolic=95, Diastolic=73
20:35 - Blood Pressure (mmHg): Systolic=112, Diastolic=62
20:36 - Blood Pressure (mmHg): Systolic=108, Diastolic=64
20:37 - Blood Pressure (mmHg): Systolic=90, Diastolic=65
20:38 - Blood Pressure (mmHg): Systolic=92, Diastolic=80
20:39 - Blood Pressure (mmHg): Systolic=107, Diastolic=80
20:40 - Blood Pressure (mmHg): Systolic=107, Diastolic=76
20:41 - Blood Pressure (mmHg): Systolic=103, Diastolic=67
20:42 - Blood Pressure (mmHg): Systolic=103, Diastolic=66
20:43 - Blood Pressure (mmHg): Systolic=99, Diastolic=79
20:44 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
20:45 - Blood Pressure (mmHg): Systolic=102, Diastolic=79
20:46 - Blood Pressure (mmHg): Systolic=118, Diastolic=77
20:47 - Blood Pressure (mmHg): Systolic=109, Diastolic=71
20:48 - Blood Pressure (mmHg): Systolic=105, Diastolic=66
20:49 - Blood Pressure (mmHg): Systolic=110, Diastolic=72
20:50 - Blood Pressure (mmHg): Systolic=90, Diastolic=74
20:51 - Blood Pressure (mmHg): Systolic=99, Diastolic=78
20:52 - Blood Pressure (mmHg): Systolic=98, Diastolic=70
20:53 - Blood Pressure (mmHg): Systolic=104, Diastolic=69
20:54 - Blood Pressure (mmHg): Systolic=111, Diastolic=77
20:55 - Blood Pressure (mmHg): Systolic=97, Diastolic=63
20:56 - Blood Pressure (mmHg): Systolic=120, Diastolic=67
20:57 - Blood Pressure (mmHg): Systolic=95, Diastolic=75
20:58 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
20:59 - Blood Pressure (mmHg): Systolic=101, Diastolic=63
21:00 - Blood Pressure (mmHg): Systolic=95, Diastolic=76
21:01 - Blood Pressure (mmHg): Systolic=111, Diastolic=73
21:02 - Blood Pressure (mmHg): Systolic=116, Diastolic=62
21:03 - Blood Pressure (mmHg): Systolic=117, Diastolic=66
21:04 - Blood Pressure (mmHg): Systolic=118, Diastolic=71
21:05 - Blood Pressure (mmHg): Systolic=100, Diastolic=78
21:06 - Blood Pressure (mmHg): Systolic=118, Diastolic=71
21:07 - Blood Pressure (mmHg): Systolic=92, Diastolic=66
21:08 - Blood Pressure (mmHg): Systolic=106, Diastolic=73
