00:00 - Blood Pressure (mmHg): Systolic=134, Diastolic=88
14:06 - Blood Pressure (mmHg): Systolic=158, Diastolic=100
14:07 - Blood Pressure (mmHg): Systolic=156, Diastolic=91
14:08 - Blood Pressure (mmHg): Systolic=135, Diastolic=99
14:09 - Blood Pressure (mmHg): Systolic=159, Diastolic=80
14:10 - Blood Pressure (mmHg): Systolic=132, Diastolic=81
14:11 - Blood Pressure (mmHg): Systolic=131, Diastolic=86
14:12 - Blood Pressure (mmHg): Systolic=158, Diastolic=90
14:13 - Blood Pressure (mmHg): Systolic=126, Diastolic=80
14:14 - Blood Pressure (mmHg): Systolic=147, Diastolic=80
14:15 - Blood Pressure (mmHg): Systolic=154, Diastolic=95
14:16 - Blood Pressure (mmHg): Systolic=148, Diastolic=94
14:17 - Blood Pressure (mmHg): Systolic=148, Diastolic=98
14:18 - Blood Pressure (mmHg): Systolic=145, Diastolic=83
14:19 - Blood Pressure (mmHg): Systolic=123, Diastolic=92
14:20 - Blood Pressure (mmHg): Systolic=156, Diastolic=86
14:21 - Blood Pressure (mmHg): Systolic=148, Diastolic=98
14:22 - Blood Pressure (mmHg): Systolic=150, Diastolic=86
14:23 - Blood Pressure (mmHg): Systolic=137, Diastolic=80
14:24 - Blood Pressure (mmHg): Systolic=134, Diastolic=82
14:25 - Blood Pressure (mmHg): Systolic=148, Diastolic=85
14:26 - Blood Pressure (mmHg): Systolic=147, Diastolic=100
14:27 - Blood Pressure (mmHg): Systolic=153, Diastolic=81
14:28 - Blood Pressure (mmHg): Systolic=140, Diastolic=91
14:29 - Blood Pressure (mmHg): Systolic=139, Diastolic=97
14:30 - Blood Pressure (mmHg): Systolic=142, Diastolic=92
14:31 - Blood Pressure (mmHg): Systolic=120, Diastolic=94
14:32 - Blood Pressure (mmHg): Systolic=131, Diastolic=84
14:33 - Blood Pressure (mmHg): Systolic=142, Diastolic=95
14:34 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
14:35 - Blood Pressure (mmHg): Systolic=139, Diastolic=80
14:36 - Blood Pressure (mmHg): Systolic=148, Diastolic=93
14:37 - Blood Pressure (mmHg): Systolic=130, Diastolic=89
14:38 - Blood Pressure (mmHg): Systolic=134, Diastolic=92
14:39 - Blood Pressure (mmHg): Systolic=155, Diastolic=94
14:40 - Blood Pressure (mmHg): Systolic=159, Diastolic=84
14:41 - Blood Pressure (mmHg): Systolic=144, Diastolic=83
14:42 - Blood Pressure (mmHg): Systolic=130, Diastolic=81
14:43 - Blood Pressure (mmHg): Systolic=125, Diastolic=98
14:44 - Blood Pressure (mmHg): Systolic=128, Diastolic=94
14:45 - Blood Pressure (mmHg): Systolic=154, Diastolic=94
14:46 - Blood Pressure (mmHg): Systolic=135, Diastolic=93
14:47 - Blood Pressure (mmHg): Systolic=148, Diastolic=88
14:48 - Blood Pressure (mmHg): Systolic=127, Diastolic=88
14:49 - Blood Pressure (mmHg): Systolic=154, Diastolic=89
14:50 - Blood Pressure (mmHg): Systolic=149, Diastolic=96
14:51 - Blood Pressure (mmHg): Systolic=140, Diastolic=81
14:52 - Blood Pressure (mmHg): Systolic=137, Diastolic=89
14:53 - Blood Pressure (mmHg): Systolic=157, Diastolic=82
14:54 - Blood Pressure (mmHg): Systolic=136, Diastolic=80
14:55 - Blood Pressure (mmHg): Systolic=149, Diastolic=87
14:56 - Blood Pressure (mmHg): Systolic=135, Diastolic=94
14:57 - Blood Pressure (mmHg): Systolic=127, Diastolic=82
14:58 - Blood Pressure (mmHg): Systolic=152, Diastolic=85
14:59 - Blood Pressure (mmHg): Systolic=140, Diastolic=82
15:00 - Blood Pressure (mmHg): Systolic=140, Diastolic=80
15:01 - Blood Pressure (mmHg): Systolic=135, Diastolic=96
15:02 - Blood Pressure (mmHg): Systolic=144, Diastolic=96
15:03 - Blood Pressure (mmHg): Systolic=128, Diastolic=90
15:04 - Blood Pressure (mmHg): Systolic=134, Diastolic=81
15:05 - Blood Pressure (mmHg): Systolic=138, Diastolic=94
15:06 - Blood Pressure (mmHg): Systolic=156, Diastolic=80
15:07 - Blood Pressure (mmHg): Systolic=123, Diastolic=95
15:08 - Blood Pressure (mmHg): Systolic=130, Diastolic=88
15:09 - Blood Pressure (mmHg): Systolic=124, Diastolic=84
15:10 - Blood Pressure (mmHg): Systolic=143, Diastolic=89
15:11 - Blood Pressure (mmHg): Systolic=146, Diastolic=82
15:12 - Blood Pressure (mmHg): Systolic=137, Diastolic=80
15:13 - Blood Pressure (mmHg): Systolic=121, Diastolic=83
15:14 - Blood Pressure (mmHg): Systolic=131, Diastolic=87
15:15 - Blood Pressure (mmHg): Systolic=159, Diastolic=82
15:16 - Blood Pressure (mmHg): Systolic=131, Diastolic=96
15:17 - Blood Pressure (mmHg): Systolic=130, Diastolic=87
15:18 - Blood Pressure (mmHg): Systolic=153, Diastolic=86
15:19 - Blood Pressure (mmHg): Systolic=125, Diastolic=85
15:20 - Blood Pressure (mmHg): Systolic=127, Diastolic=81
15:21 - Blood Pressure (mmHg): Systolic=159, Diastolic=86
15:22 - Blood Pressure (mmHg): Systolic=153, Diastolic=97
15:23 - Blood Pressure (mmHg): Systolic=158, Diastolic=86
15:24 - Blood Pressure (mmHg): Systolic=148, Diastolic=81
15:25 - Blood Pressure (mmHg): Systolic=145, Diastolic=86
15:26 - Blood Pressure (mmHg): Systolic=124, Diastolic=90
15:27 - Blood Pressure (mmHg): Systolic=142, Diastolic=87
15:28 - Blood Pressure (mmHg): Systolic=144, Diastolic=81
15:29 - Blood Pressure (mmHg): Systolic=128, Diastolic=84
15:30 - Blood Pressure (mmHg): Systolic=144, Diastolic=91
15:31 - Blood Pressure (mmHg): Systolic=141, Diastolic=86
15:32 - Blood Pressure (mmHg): Systolic=128, Diastolic=98
15:33 - Blood Pressure (mmHg): Systolic=135, Diastolic=86
15:34 - Blood Pressure (mmHg): Systolic=132, Diastolic=81
15:35 - Blood Pressure (mmHg): Systolic=158, Diastolic=99
15:36 - Blood Pressure (mmHg): Systolic=156, Diastolic=82
15:37 - Blood Pressure (mmHg): Systolic=151, Diastolic=98
15:38 - Blood Pressure (mmHg): Systolic=144, Diastolic=90
15:39 - Blood Pressure (mmHg): Systolic=155, Diastolic=97
15:40 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
15:41 - Blood Pressure (mmHg): Systolic=122, Diastolic=80
15:42 - Blood Pressure (mmHg): Systolic=145, Diastolic=80
15:43 - Blood Pressure (mmHg): Systolic=148, Diastolic=82
15:44 - Blood Pressure (mmHg): Systolic=134, Diastolic=100
15:45 - Blood Pressure (mmHg): Systolic=137, Diastolic=87
15:46 - Blood Pressure (mmHg): Systolic=144, Diastolic=82
15:47 - Blood Pressure (mmHg): Systolic=123, Diastolic=82
15:48 - Blood Pressure (mmHg): Systolic=120, Diastolic=89
15:49 - Blood Pressure (mmHg): Systolic=142, Diastolic=90
15:50 - Blood Pressure (mmHg): Systolic=120, Diastolic=89
15:51 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
15:52 - Blood Pressure (mmHg): Systolic=125, Diastolic=99
15:53 - Blood Pressure (mmHg): Systolic=128, Diastolic=99
15:54 - Blood Pressure (mmHg): Systolic=159, Diastolic=94
15:55 - Blood Pressure (mmHg): Systolic=150, Diastolic=93
15:56 - Blood Pressure (mmHg): Systolic=149, Diastolic=94
15:57 - Blood Pressure (mmHg): Systolic=139, Diastolic=80
15:58 - Blood Pressure (mmHg): Systolic=160, Diastolic=87
15:59 - Blood Pressure (mmHg): Systolic=127, Diastolic=89
16:00 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
16:01 - Blood Pressure (mmHg): Systolic=122, Diastolic=83
16:02 - Blood Pressure (mmHg): Systolic=153, Diastolic=84
16:03 - Blood Pressure (mmHg): Systolic=147, Diastolic=86
16:04 - Blood Pressure (mmHg): Systolic=127, Diastolic=97
16:05 - Blood Pressure (mmHg): Systolic=151, Diastolic=93
16:06 - Blood Pressure (mmHg): Systolic=151, Diastolic=91
16:07 - Blood Pressure (mmHg): Systolic=152, Diastolic=81
16:08 - Blood Pressure (mmHg): Systolic=127, Diastolic=99
16:09 - Blood Pressure (mmHg): Systolic=160, Diastolic=91
16:10 - Blood Pressure (mmHg): Systolic=120, Diastolic=89
16:11 - Blood Pressure (mmHg): Systolic=121, Diastolic=98
16:12 - Blood Pressure (mmHg): Systolic=141, Diastolic=83
16:13 - Blood Pressure (mmHg): Systolic=138, Diastolic=80
16:14 - Blood Pressure (mmHg): Systolic=158, Diastolic=85
16:15 - Blood Pressure (mmHg): Systolic=140, Diastolic=90
16:16 - Blood Pressure (mmHg): Systolic=159, Diastolic=82
16:17 - Blood Pressure (mmHg): Systolic=144, Diastolic=91
16:18 - Blood Pressure (mmHg): Systolic=155, Diastolic=88
16:19 - Blood Pressure (mmHg): Systolic=121, Diastolic=97
16:20 - Blood Pressure (mmHg): Systolic=123, Diastolic=91
16:21 - Blood Pressure (mmHg): Systolic=120, Diastolic=84
16:22 - Blood Pressure (mmHg): Systolic=141, Diastolic=88
16:23 - Blood Pressure (mmHg): Systolic=149, Diastolic=96
16:24 - Blood Pressure (mmHg): Systolic=125, Diastolic=84
16:25 - Blood Pressure (mmHg): Systolic=141, Diastolic=84
16:26 - Blood Pressure (mmHg): Systolic=142, Diastolic=88
16:27 - Blood Pressure (mmHg): Systolic=140, Diastolic=99
16:28 - Blood Pressure (mmHg): Systolic=130, Diastolic=91
16:29 - Blood Pressure (mmHg): Systolic=138, Diastolic=100
16:30 - Blood Pressure (mmHg): Systolic=154, Diastolic=88
16:31 - Blood Pressure (mmHg): Systolic=145, Diastolic=90
16:32 - Blood Pressure (mmHg): Systolic=139, Diastolic=93
16:33 - Blood Pressure (mmHg): Systolic=158, Diastolic=92
16:34 - Blood Pressure (mmHg): Systolic=159, Diastolic=100
16:35 - Blood Pressure (mmHg): Systolic=134, Diastolic=83
16:36 - Blood Pressure (mmHg): Systolic=159, Diastolic=81
16:37 - Blood Pressure (mmHg): Systolic=148, Diastolic=88
16:38 - Blood Pressure (mmHg): Systolic=138, Diastolic=81
16:39 - Blood Pressure (mmHg): Systolic=159, Diastolic=93
16:40 - Blood Pressure (mmHg): Systolic=144, Diastolic=98
16:41 - Blood Pressure (mmHg): Systolic=141, Diastolic=89
16:42 - Blood Pressure (mmHg): Systolic=128, Diastolic=99
16:43 - Blood Pressure (mmHg): Systolic=139, Diastolic=85
16:44 - Blood Pressure (mmHg): Systolic=160, Diastolic=92
16:45 - Blood Pressure (mmHg): Systolic=145, Diastolic=89
16:46 - Blood Pressure (mmHg): Systolic=131, Diastolic=98
16:47 - Blood Pressure (mmHg): Systolic=137, Diastolic=85
16:48 - Blood Pressure (mmHg): Systolic=136, Diastolic=98
16:49 - Blood Pressure (mmHg): Systolic=142, Diastolic=88
16:50 - Blood Pressure (mmHg): Systolic=151, Diastolic=89
16:51 - Blood Pressure (mmHg): Systolic=122, Diastolic=84
16:52 - Blood Pressure (mmHg): Systolic=145, Diastolic=100
16:53 - Blood Pressure (mmHg): Systolic=130, Diastolic=86
16:54 - Blood Pressure (mmHg): Systolic=141, Diastolic=81
16:55 - Blood Pressure (mmHg): Systolic=147, Diastolic=86
16:56 - Blood Pressure (mmHg): Systolic=135, Diastolic=87
16:57 - Blood Pressure (mmHg): Systolic=160, Diastolic=96
16:58 - Blood Pressure (mmHg): Systolic=139, Diastolic=97
16:59 - Blood Pressure (mmHg): Systolic=132, Diastolic=98
17:00 - Blood Pressure (mmHg): Systolic=130, Diastolic=90
17:01 - Blood Pressure (mmHg): Systolic=144, Diastolic=85
17:02 - Blood Pressure (mmHg): Systolic=150, Diastolic=97
17:03 - Blood Pressure (mmHg): Systolic=131, Diastolic=84
17:04 - Blood Pressure (mmHg): Systolic=139, Diastolic=91
17:05 - Blood Pressure (mmHg): Systolic=154, Diastolic=96
17:06 - Blood Pressure (mmHg): Systolic=157, Diastolic=85
17:07 - Blood Pressure (mmHg): Systolic=127, Diastolic=81
17:08 - Blood Pressure (mmHg): Systolic=142, Diastolic=92
17:09 - Blood Pressure (mmHg): Systolic=143, Diastolic=80
17:10 - Blood Pressure (mmHg): Systolic=121, Diastolic=99
17:11 - Blood Pressure (mmHg): Systolic=143, Diastolic=91
17:12 - Blood Pressure (mmHg): Systolic=156, Diastolic=85
17:13 - Blood Pressure (mmHg): Systolic=122, Diastolic=82
17:14 - Blood Pressure (mmHg): Systolic=159, Diastolic=93
17:15 - Blood Pressure (mmHg): Systolic=160, Diastolic=85
17:16 - Blood Pressure (mmHg): Systolic=151, Diastolic=92
17:17 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
17:18 - Blood Pressure (mmHg): Systolic=140, Diastolic=100
17:19 - Blood Pressure (mmHg): Systolic=135, Diastolic=89
17:20 - Blood Pressure (mmHg): Systolic=128, Diastolic=82
17:21 - Blood Pressure (mmHg): Systolic=142, Diastolic=93
17:22 - Blood Pressure (mmHg): Systolic=129, Diastolic=89
17:23 - Blood Pressure (mmHg): Systolic=133, Diastolic=83
17:24 - Blood Pressure (mmHg): Systolic=134, Diastolic=98
17:25 - Blood Pressure (mmHg): Systolic=137, Diastolic=93
17:26 - Blood Pressure (mmHg): Systolic=139, Diastolic=85
17:27 - Blood Pressure (mmHg): Systolic=149, Diastolic=89
17:28 - Blood Pressure (mmHg): Systolic=142, Diastolic=91
17:29 - Blood Pressure (mmHg): Systolic=155, Diastolic=98
17:30 - Blood Pressure (mmHg): Systolic=138, Diastolic=97
17:31 - Blood Pressure (mmHg): Systolic=148, Diastolic=86
17:32 - Blood Pressure (mmHg): Systolic=148, Diastolic=83
17:33 - Blood Pressure (mmHg): Systolic=149, Diastolic=81
17:34 - Blood Pressure (mmHg): Systolic=159, Diastolic=81
17:35 - Blood Pressure (mmHg): Systolic=146, Diastolic=84
17:36 - Blood Pressure (mmHg): Systolic=125, Diastolic=91
17:37 - Blood Pressure (mmHg): Systolic=146, Diastolic=82
17:38 - Blood Pressure (mmHg): Systolic=142, Diastolic=97
17:39 - Blood Pressure (mmHg): Systolic=138, Diastolic=80
17:40 - Blood Pressure (mmHg): Systolic=136, Diastolic=97
17:41 - Blood Pressure (mmHg): Systolic=159, Diastolic=88
17:42 - Blood Pressure (mmHg): Systolic=126, Diastolic=87
17:43 - Blood Pressure (mmHg): Systolic=155, Diastolic=86
17:44 - Blood Pressure (mmHg): Systolic=133, Diastolic=99
17:45 - Blood Pressure (mmHg): Systolic=125, Diastolic=95
17:46 - Blood Pressure (mmHg): Systolic=157, Diastolic=81
17:47 - Blood Pressure (mmHg): Systolic=133, Diastolic=95
17:48 - Blood Pressure (mmHg): Systolic=124, Diastolic=92
17:49 - Blood Pressure (mmHg): Systolic=133, Diastolic=92
17:50 - Blood Pressure (mmHg): Systolic=125, Diastolic=95
17:51 - Blood Pressure (mmHg): Systolic=154, Diastolic=80
17:52 - Blood Pressure (mmHg): Systolic=157, Diastolic=95
17:53 - Blood Pressure (mmHg): Systolic=139, Diastolic=91
17:54 - Blood Pressure (mmHg): Systolic=123, Diastolic=98
17:55 - Blood Pressure (mmHg): Systolic=153, Diastolic=87
17:56 - Blood Pressure (mmHg): Systolic=149, Diastolic=86
17:57 - Blood Pressure (mmHg): Systolic=122, Diastolic=96
17:58 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
17:59 - Blood Pressure (mmHg): Systolic=122, Diastolic=84
18:00 - Blood Pressure (mmHg): Systolic=159, Diastolic=88
18:01 - Blood Pressure (mmHg): Systolic=143, Diastolic=97
18:02 - Blood Pressure (mmHg): Systolic=121, Diastolic=88
18:03 - Blood Pressure (mmHg): Systolic=133, Diastolic=91
18:04 - Blood Pressure (mmHg): Systolic=141, Diastolic=100
18:05 - Blood Pressure (mmHg): Systolic=126, Diastolic=100
18:06 - Blood Pressure (mmHg): Systolic=148, Diastolic=94
18:07 - Blood Pressure (mmHg): Systolic=141, Diastolic=87
18:08 - Blood Pressure (mmHg): Systolic=157, Diastolic=81
18:09 - Blood Pressure (mmHg): Systolic=147, Diastolic=83
18:10 - Blood Pressure (mmHg): Systolic=154, Diastolic=83
18:11 - Blood Pressure (mmHg): Systolic=135, Diastolic=91
18:12 - Blood Pressure (mmHg): Systolic=125, Diastolic=99
18:13 - Blood Pressure (mmHg): Systolic=124, Diastolic=100
18:14 - Blood Pressure (mmHg): Systolic=122, Diastolic=85
18:15 - Blood Pressure (mmHg): Systolic=156, Diastolic=85
18:16 - Blood Pressure (mmHg): Systolic=130, Diastolic=92
18:17 - Blood Pressure (mmHg): Systolic=152, Diastolic=84
18:18 - Blood Pressure (mmHg): Systolic=130, Diastolic=85
18:19 - Blood Pressure (mmHg): Systolic=158, Diastolic=85
18:20 - Blood Pressure (mmHg): Systolic=130, Diastolic=95
18:21 - Blood Pressure (mmHg): Systolic=154, Diastolic=93
18:22 - Blood Pressure (mmHg): Systolic=142, Diastolic=93
18:23 - Blood Pressure (mmHg): Systolic=150, Diastolic=85
18:24 - Blood Pressure (mmHg): Systolic=159, Diastolic=83
18:25 - Blood Pressure (mmHg): Systolic=128, Diastolic=86
18:26 - Blood Pressure (mmHg): Systolic=137, Diastolic=94
18:27 - Blood Pressure (mmHg): Systolic=128, Diastolic=84
18:28 - Blood Pressure (mmHg): Systolic=135, Diastolic=81
18:29 - Blood Pressure (mmHg): Systolic=157, Diastolic=82
18:30 - Blood Pressure (mmHg): Systolic=140, Diastolic=100
18:31 - Blood Pressure (mmHg): Systolic=141, Diastolic=89
18:32 - Blood Pressure (mmHg): Systolic=156, Diastolic=89
18:33 - Blood Pressure (mmHg): Systolic=155, Diastolic=81
18:34 - Blood Pressure (mmHg): Systolic=128, Diastolic=95
18:35 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
18:36 - Blood Pressure (mmHg): Systolic=120, Diastolic=80
18:37 - Blood Pressure (mmHg): Systolic=153, Diastolic=96
18:38 - Blood Pressure (mmHg): Systolic=145, Diastolic=86
18:39 - Blood Pressure (mmHg): Systolic=145, Diastolic=96
18:40 - Blood Pressure (mmHg): Systolic=148, Diastolic=84
18:41 - Blood Pressure (mmHg): Systolic=147, Diastolic=84
18:42 - Blood Pressure (mmHg): Systolic=143, Diastolic=93
18:43 - Blood Pressure (mmHg): Systolic=121, Diastolic=81
18:44 - Blood Pressure (mmHg): Systolic=153, Diastolic=96
18:45 - Blood Pressure (mmHg): Systolic=160, Diastolic=95
18:46 - Blood Pressure (mmHg): Systolic=144, Diastolic=98
18:47 - Blood Pressure (mmHg): Systolic=138, Diastolic=90
18:48 - Blood Pressure (mmHg): Systolic=140, Diastolic=97
18:49 - Blood Pressure (mmHg): Systolic=136, Diastolic=96
18:50 - Blood Pressure (mmHg): Systolic=155, Diastolic=97
18:51 - Blood Pressure (mmHg): Systolic=132, Diastolic=87
18:52 - Blood Pressure (mmHg): Systolic=146, Diastolic=97
18:53 - Blood Pressure (mmHg): Systolic=125, Diastolic=81
18:54 - Blood Pressure (mmHg): Systolic=132, Diastolic=90
18:55 - Blood Pressure (mmHg): Systolic=150, Diastolic=99
18:56 - Blood Pressure (mmHg): Systolic=160, Diastolic=92
18:57 - Blood Pressure (mmHg): Systolic=124, Diastolic=83
18:58 - Blood Pressure (mmHg): Systolic=131, Diastolic=90
18:59 - Blood Pressure (mmHg): Systolic=133, Diastolic=85
19:00 - Blood Pressure (mmHg): Systolic=148, Diastolic=97
19:01 - Blood Pressure (mmHg): Systolic=128, Diastolic=82
19:02 - Blood Pressure (mmHg): Systolic=137, Diastolic=89
19:03 - Blood Pressure (mmHg): Systolic=127, Diastolic=85
19:04 - Blood Pressure (mmHg): Systolic=126, Diastolic=84
19:05 - Blood Pressure (mmHg): Systolic=120, Diastolic=83
19:06 - Blood Pressure (mmHg): Systolic=136, Diastolic=84
19:07 - Blood Pressure (mmHg): Systolic=134, Diastolic=86
19:08 - Blood Pressure (mmHg): Systolic=129, Diastolic=98
19:09 - Blood Pressure (mmHg): Systolic=151, Diastolic=99
19:10 - Blood Pressure (mmHg): Systolic=135, Diastolic=88
19:11 - Blood Pressure (mmHg): Systolic=134, Diastolic=87
19:12 - Blood Pressure (mmHg): Systolic=160, Diastolic=100
19:13 - Blood Pressure (mmHg): Systolic=159, Diastolic=98
19:14 - Blood Pressure (mmHg): Systolic=158, Diastolic=89
19:15 - Blood Pressure (mmHg): Systolic=130, Diastolic=95
19:16 - Blood Pressure (mmHg): Systolic=123, Diastolic=89
19:17 - Blood Pressure (mmHg): Systolic=148, Diastolic=81
19:18 - Blood Pressure (mmHg): Systolic=122, Diastolic=82
19:19 - Blood Pressure (mmHg): Systolic=142, Diastolic=83
19:20 - Blood Pressure (mmHg): Systolic=137, Diastolic=87
19:21 - Blood Pressure (mmHg): Systolic=155, Diastolic=88
19:22 - Blood Pressure (mmHg): Systolic=141, Diastolic=81
19:23 - Blood Pressure (mmHg): Systolic=154, Diastolic=80
19:24 - Blood Pressure (mmHg): Systolic=137, Diastolic=94
19:25 - Blood Pressure (mmHg): Systolic=135, Diastolic=94
19:26 - Blood Pressure (mmHg): Systolic=131, Diastolic=90
19:27 - Blood Pressure (mmHg): Systolic=146, Diastolic=99
19:28 - Blood Pressure (mmHg): Systolic=147, Diastolic=81
19:29 - Blood Pressure (mmHg): Systolic=120, Diastolic=94
19:30 - Blood Pressure (mmHg): Systolic=135, Diastolic=83
19:31 - Blood Pressure (mmHg): Systolic=146, Diastolic=95
19:32 - Blood Pressure (mmHg): Systolic=157, Diastolic=99
19:33 - Blood Pressure (mmHg): Systolic=133, Diastolic=96
19:34 - Blood Pressure (mmHg): Systolic=129, Diastolic=93
19:35 - Blood Pressure (mmHg): Systolic=150, Diastolic=88
19:36 - Blood Pressure (mmHg): Systolic=130, Diastolic=80
19:37 - Blood Pressure (mmHg): Systolic=135, Diastolic=92
19:38 - Blood Pressure (mmHg): Systolic=160, Diastolic=87
19:39 - Blood Pressure (mmHg): Systolic=155, Diastolic=94
19:40 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
19:41 - Blood Pressure (mmHg): Systolic=124, Diastolic=88
19:42 - Blood Pressure (mmHg): Systolic=129, Diastolic=85
19:43 - Blood Pressure (mmHg): Systolic=135, Diastolic=99
19:44 - Blood Pressure (mmHg): Systolic=124, Diastolic=92
19:45 - Blood Pressure (mmHg): Systolic=154, Diastolic=84
19:46 - Blood Pressure (mmHg): Systolic=143, Diastolic=83
19:47 - Blood Pressure (mmHg): Systolic=144, Diastolic=84
19:48 - Blood Pressure (mmHg): Systolic=128, Diastolic=84
19:49 - Blood Pressure (mmHg): Systolic=140, Diastolic=80
19:50 - Blood Pressure (mmHg): Systolic=139, Diastolic=100
19:51 - Blood Pressure (mmHg): Systolic=131, Diastolic=96
19:52 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
19:53 - Blood Pressure (mmHg): Systolic=153, Diastolic=80
19:54 - Blood Pressure (mmHg): Systolic=143, Diastolic=81
19:55 - Blood Pressure (mmHg): Systolic=123, Diastolic=96
19:56 - Blood Pressure (mmHg): Systolic=154, Diastolic=97
19:57 - Blood Pressure (mmHg): Systolic=134, Diastolic=98
19:58 - Blood Pressure (mmHg): Systolic=143, Diastolic=98
19:59 - Blood Pressure (mmHg): Systolic=157, Diastolic=83
20:00 - Blood Pressure (mmHg): Systolic=148, Diastolic=100
20:01 - Blood Pressure (mmHg): Systolic=137, Diastolic=96
20:02 - Blood Pressure (mmHg): Systolic=150, Diastolic=86
20:03 - Blood Pressure (mmHg): Systolic=154, Diastolic=96
20:04 - Blood Pressure (mmHg): Systolic=126, Diastolic=87
20:05 - Blood Pressure (mmHg): Systolic=142, Diastolic=83
20:06 - Blood Pressure (mmHg): Systolic=159, Diastolic=92
20:07 - Blood Pressure (mmHg): Systolic=136, Diastolic=96
20:08 - Blood Pressure (mmHg): Systolic=139, Diastolic=99
20:09 - Blood Pressure (mmHg): Systolic=142, Diastolic=90
20:10 - Blood Pressure (mmHg): Systolic=131, Diastolic=98
20:11 - Blood Pressure (mmHg): Systolic=145, Diastolic=95
20:12 - Blood Pressure (mmHg): Systolic=154, Diastolic=94
20:13 - Blood Pressure (mmHg): Systolic=121, Diastolic=98
20:14 - Blood Pressure (mmHg): Systolic=141, Diastolic=85
20:15 - Blood Pressure (mmHg): Systolic=153, Diastolic=82
20:16 - Blood Pressure (mmHg): Systolic=129, Diastolic=91
20:17 - Blood Pressure (mmHg): Systolic=147, Diastolic=99
20:18 - Blood Pressure (mmHg): Systolic=135, Diastolic=86
20:19 - Blood Pressure (mmHg): Systolic=137, Diastolic=85
20:20 - Blood Pressure (mmHg): Systolic=142, Diastolic=81
20:21 - Blood Pressure (mmHg): Systolic=158, Diastolic=91
20:22 - Blood Pressure (mmHg): Systolic=159, Diastolic=88
20:23 - Blood Pressure (mmHg): Systolic=155, Diastolic=86
20:24 - Blood Pressure (mmHg): Systolic=129, Diastolic=95
20:25 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
20:26 - Blood Pressure (mmHg): Systolic=120, Diastolic=92
20:27 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
20:28 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
20:29 - Blood Pressure (mmHg): Systolic=144, Diastolic=100
20:30 - Blood Pressure (mmHg): Systolic=130, Diastolic=97
20:31 - Blood Pressure (mmHg): Systolic=147, Diastolic=82
20:32 - Blood Pressure (mmHg): Systolic=150, Diastolic=81
20:33 - Blood Pressure (mmHg): Systolic=140, Diastolic=96
20:34 - Blood Pressure (mmHg): Systolic=136, Diastolic=83
20:35 - Blood Pressure (mmHg): Systolic=160, Diastolic=80
20:36 - Blood Pressure (mmHg): Systolic=124, Diastolic=97
20:37 - Blood Pressure (mmHg): Systolic=141, Diastolic=84
20:38 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
20:39 - Blood Pressure (mmHg): Systolic=158, Diastolic=97
20:40 - Blood Pressure (mmHg): Systolic=145, Diastolic=83
20:41 - Blood Pressure (mmHg): Systolic=126, Diastolic=89
20:42 - Blood Pressure (mmHg): Systolic=128, Diastolic=80
20:43 - Blood Pressure (mmHg): Systolic=127, Diastolic=97
20:44 - Blood Pressure (mmHg): Systolic=132, Diastolic=85
20:45 - Blood Pressure (mmHg): Systolic=120, Diastolic=94
20:46 - Blood Pressure (mmHg): Systolic=146, Diastolic=87
20:47 - Blood Pressure (mmHg): Systolic=147, Diastolic=81
20:48 - Blood Pressure (mmHg): Systolic=130, Diastolic=100
20:49 - Blood Pressure (mmHg): Systolic=157, Diastolic=87
20:50 - Blood Pressure (mmHg): Systolic=159, Diastolic=89
20:51 - Blood Pressure (mmHg): Systolic=125, Diastolic=81
20:52 - Blood Pressure (mmHg): Systolic=130, Diastolic=89
20:53 - Blood Pressure (mmHg): Systolic=121, Diastolic=86
20:54 - Blood Pressure (mmHg): Systolic=128, Diastolic=90
20:55 - Blood Pressure (mmHg): Systolic=154, Diastolic=89
20:56 - Blood Pressure (mmHg): Systolic=123, Diastolic=80
20:57 - Blood Pressure (mmHg): Systolic=144, Diastolic=88
20:58 - Blood Pressure (mmHg): Systolic=133, Diastolic=95
20:59 - Blood Pressure (mmHg): Systolic=147, Diastolic=82
21:00 - Blood Pressure (mmHg): Systolic=133, Diastolic=81
21:01 - Blood Pressure (mmHg): Systolic=135, Diastolic=84
21:02 - Blood Pressure (mmHg): Systolic=142, Diastolic=97
21:03 - Blood Pressure (mmHg): Systolic=149, Diastolic=92
21:04 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
21:05 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
21:06 - Blood Pressure (mmHg): Systolic=142, Diastolic=95
21:07 - Blood Pressure (mmHg): Systolic=143, Diastolic=94
21:08 - Blood Pressure (mmHg): Systolic=140, Diastolic=92
